Town,            Population, Country,            Page, Lat_Deg, Lat_Min, Lat_Dir, Lon_Deg, Lon_Min, Lon_Dir
Katidu,          543,        Kalamar,            317,  35,      10,      N,       2,       5,       W
Kator,           403,        Khydobandesert,     376,  34,      25,      N,       9,       50,      E
Ka'ubido,        1155,       Kalamar,            325,  31,      0,       N,       1,       0,       E
Ka'ubil,         307,        Kalamar,            316,  36,      25,      N,       4,       10,      W
Ka'udido,        1631,       Kalamar,            322,  32,      45,      N,       0,       0,       W
Ka'ugido,        1777,       Kalamar,            318,  35,      15,      N,       0,       10,      W
Ka'ukididu,      719,        Basir,              316,  38,      0,       N,       6,       5,       W
Ka'ulihido,      984,        Kalamar,            317,  36,      50,      N,       1,       35,      W
Ka'umido,        1417,       Kalamar,            322,  33,      0,       N,       0,       45,      E
Ka'upidu,        494,        Kalamar,            322,  32,      35,      N,       0,       0,       E
Ka'upurido,      2119,       Kalamar,            322,  32,      15,      N,       0,       45,      E
Ka'utavidu,      881,        Tarisato,           326,  30,      15,      N,       2,       30,      E
Ka'uthadidu,     418,        Tokis,              313,  39,      15,      N,       1,       40,      W
Ka'uvavido,      2002,       Paru'bor,           343,  44,      40,      N,       4,       35,      W
Ka'uwidu,        794,        Kalamar,            322,  31,      20,      N,       0,       25,      W
Ka'wirolidu,     576,        Kalamar,            322,  32,      25,      N,       0,       5,       W
Kazullagh,       14403,      Ul-Karg,            407,  27,      45,      N,       17,      5,       W
K'batidu,        654,        Kalamar,            325,  30,      45,      N,       1,       10,      E
Keatuar,         1518,       Fauteepeninsula,    378,  32,      30,      N,       5,       20,      E
Kebidu,          705,        Kalamar,            317,  37,      5,       N,       2,       5,       W
Keka'ido,        1701,       Kalamar,            318,  36,      30,      N,       2,       0,       E
Kemov,           389,        Kalamar,            322,  34,      0,       N,       0,       40,      E
Kepidu,          551,        Dodera,             314,  39,      40,      N,       0,       20,      W
Kerr,            1439,       Tharggy,            367,  42,      20,      N,       2,       25,      E
Kesakido,        1968,       Basir,              320,  32,      50,      N,       4,       55,      W
Kesidu,          417,        Kalamar,            322,  32,      20,      N,       2,       0,       E
Kesvakh,         410,        Norga-Krangrel,     345,  40,      55,      N,       9,       0,       W
Ketatidu,        703,        Pekal,              347,  41,      40,      N,       4,       15,      E
Kethidu,         522,        Kalamar,            321,  33,      30,      N,       1,       0,       W
Ketido,          1596,       Ek'gakel,           342,  45,      50,      N,       6,       10,      W
Ketidu,          737,        Kalamar,            318,  37,      15,      N,       0,       0,       W
Kewamen,         343,        Pekal,              347,  40,      55,      N,       5,       10,      E
Kezogua,         638,        Fauteepeninsula,    378,  32,      15,      N,       5,       20,      E
Khak,            453,        Torakk,             357,  47,      50,      N,       3,       30,      E
Khal,            1398,       Skarrna,            370,  42,      30,      N,       9,       25,      E
Khan,            502,        Tharggy,            314,  39,      35,      N,       1,       40,      E
Khavv,           760,        Drhokker,           365,  45,      50,      N,       10,      40,      E
Khekk,           622,        Tharggy,            361,  44,      15,      N,       1,       40,      E
Khekk,           1258,       Drhokker,           363,  44,      45,      N,       5,       50,      E
Kherra,          694,        Drhokker,           363,  45,      0,       N,       6,       0,       E
Khirzagh,        1769,       Ul-Karg,            406,  27,      55,      N,       19,      35,      W
Khokhazh,        401,        Norga-Krangrel,     345,  43,      0,       N,       11,      35,      W
Khoviggazh,      474,        Ul-Karg,            406,  28,      5,       N,       18,      40,      W
Khukagno,        441,        ,                   381,  29,      20,      N,       6,       35,      E
Khut,            621,        Tharggy,            367,  41,      40,      N,       2,       35,      E
Kibido,          1149,       Kalamar,            325,  31,      0,       N,       0,       20,      E
Kidido,          827,        Ek'kasel,           346,  42,      45,      N,       7,       35,      W
Kidzihagh,       640,        Ul-Karg,            405,  28,      20,      N,       20,      10,      W
Kifidu,          418,        Kalamar,            321,  33,      25,      N,       1,       5,       W
Kigidu,          496,        Basir,              316,  34,      25,      N,       5,       20,      W
Kika'esidu,      864,        Kalamar,            319,  34,      20,      N,       3,       5,       E
Kikath,          452,        Skarrna,            364,  44,      15,      N,       9,       15,      E
Kilido,          2134,       Kalamar,            323,  33,      35,      N,       2,       25,      E
Kinevog'kido,    1291,       Kalamar,            313,  37,      55,      N,       0,       35,      W
Kinido,          2262,       O'par,              348,  42,      50,      N,       2,       10,      E
Kirido,          916,        Pekal,              347,  42,      45,      N,       6,       0,       E
Kirkk,           1604,       Skarrna,            364,  45,      15,      N,       8,       40,      E
Kirra-Norr,      850,        Drhokker,           362,  44,      50,      N,       4,       0,       E
Kith,            477,        Drhokker,           362,  45,      10,      N,       3,       0,       E
Kithihidu,       846,        Kalamar,            322,  33,      0,       N,       0,       25,      W
Kithzolakazh,    393,        Norga-Krangrel,     345,  42,      30,      N,       9,       10,      W
Kivido,          1926,       O'par,              348,  43,      5,       N,       1,       25,      E
Kivosidu,        568,        Basir,              320,  33,      50,      N,       4,       40,      W
Koburido,        1231,       Kalamar,            322,  33,      45,      N,       1,       15,      E
Kodegudido,      1467,       O'par,              348,  43,      0,       N,       1,       50,      E
Kodew,           383,        Kalamar,            317,  37,      0,       N,       1,       50,      W
Kodiden,         756,        Korak,              341,  44,      25,      N,       10,      5,       W
Kodido,          1216,       Kalamar,            324,  31,      15,      N,       0,       35,      W
Kohomidu,        511,        Dodera,             313,  37,      50,      N,       1,       40,      W
Kojy,            4100,       Tharggy,            366,  42,      40,      N,       1,       30,      E
